,Price,PredictedPrice,MAE,MSE,RMSE
3131,1420000.0,1372250.2493939847,303518.91518392804,216930341137.52878,465757.81382337405
3140,1300000.0,1522466.379656394,303518.91518392804,216930341137.52878,465757.81382337405
3147,1741000.0,1335780.8431284297,303518.91518392804,216930341137.52878,465757.81382337405
3150,655000.0,729698.5978179462,303518.91518392804,216930341137.52878,465757.81382337405
3161,480000.0,615532.2449851613,303518.91518392804,216930341137.52878,465757.81382337405
3171,560000.0,472537.308506839,303518.91518392804,216930341137.52878,465757.81382337405
3172,1936000.0,1886340.9619290465,303518.91518392804,216930341137.52878,465757.81382337405
3173,4250000.0,2913372.759110078,303518.91518392804,216930341137.52878,465757.81382337405
3187,657500.0,741855.533967331,303518.91518392804,216930341137.52878,465757.81382337405
3193,485000.0,481468.7997378241,303518.91518392804,216930341137.52878,465757.81382337405
3201,1551000.0,1406313.2105718665,303518.91518392804,216930341137.52878,465757.81382337405
3206,2410000.0,1721080.0800515525,303518.91518392804,216930341137.52878,465757.81382337405
3209,715000.0,548233.7653304394,303518.91518392804,216930341137.52878,465757.81382337405
3218,1400000.0,1695291.7088750228,303518.91518392804,216930341137.52878,465757.81382337405
3220,627500.0,847546.1824191157,303518.91518392804,216930341137.52878,465757.81382337405
3227,815000.0,909316.3835670557,303518.91518392804,216930341137.52878,465757.81382337405
3245,909000.0,1179540.5664169686,303518.91518392804,216930341137.52878,465757.81382337405
3250,890000.0,1430072.5570428297,303518.91518392804,216930341137.52878,465757.81382337405
3251,650000.0,887938.3891820535,303518.91518392804,216930341137.52878,465757.81382337405
3277,691000.0,869849.3563584276,303518.91518392804,216930341137.52878,465757.81382337405
3283,370000.0,332805.3977929726,303518.91518392804,216930341137.52878,465757.81382337405
3297,620000.0,837605.2190032862,303518.91518392804,216930341137.52878,465757.81382337405
3306,480000.0,627529.1191920601,303518.91518392804,216930341137.52878,465757.81382337405
3325,1550000.0,779123.764530044,303518.91518392804,216930341137.52878,465757.81382337405
3330,828000.0,813386.4332456589,303518.91518392804,216930341137.52878,465757.81382337405
3331,1055000.0,980699.8925929526,303518.91518392804,216930341137.52878,465757.81382337405
3335,1700000.0,1478703.4332463164,303518.91518392804,216930341137.52878,465757.81382337405
3341,1337000.0,1157579.42790234,303518.91518392804,216930341137.52878,465757.81382337405
3354,2265000.0,1686004.8520586276,303518.91518392804,216930341137.52878,465757.81382337405
3360,2400000.0,1716595.4743211446,303518.91518392804,216930341137.52878,465757.81382337405
3368,1020000.0,780652.5283757728,303518.91518392804,216930341137.52878,465757.81382337405
3371,1465000.0,1008069.0253218878,303518.91518392804,216930341137.52878,465757.81382337405
3396,2600000.0,2377007.7682657186,303518.91518392804,216930341137.52878,465757.81382337405
3397,500000.0,547140.4855104219,303518.91518392804,216930341137.52878,465757.81382337405
3400,1102000.0,989381.1562541528,303518.91518392804,216930341137.52878,465757.81382337405
3404,1223500.0,1177752.038691488,303518.91518392804,216930341137.52878,465757.81382337405
3407,1225000.0,1080065.290897566,303518.91518392804,216930341137.52878,465757.81382337405
3424,515000.0,893129.7054232135,303518.91518392804,216930341137.52878,465757.81382337405
3427,545000.0,1078548.3219808275,303518.91518392804,216930341137.52878,465757.81382337405
3457,920000.0,1254495.414972092,303518.91518392804,216930341137.52878,465757.81382337405
3462,976000.0,1497080.330354032,303518.91518392804,216930341137.52878,465757.81382337405
3474,835000.0,1334070.06742422,303518.91518392804,216930341137.52878,465757.81382337405
3483,502000.0,418908.46500357054,303518.91518392804,216930341137.52878,465757.81382337405
3484,770000.0,1355286.5986006865,303518.91518392804,216930341137.52878,465757.81382337405
3494,601200.0,952770.0636916431,303518.91518392804,216930341137.52878,465757.81382337405
3496,680000.0,832901.6849910971,303518.91518392804,216930341137.52878,465757.81382337405
3502,705000.0,1046933.799841322,303518.91518392804,216930341137.52878,465757.81382337405
3504,732000.0,1410405.4209641302,303518.91518392804,216930341137.52878,465757.81382337405
3520,1271000.0,1339289.6616751598,303518.91518392804,216930341137.52878,465757.81382337405
3525,960000.0,1142466.6316965222,303518.91518392804,216930341137.52878,465757.81382337405
3536,765000.0,893580.2977929525,303518.91518392804,216930341137.52878,465757.81382337405
3537,515000.0,673949.9040800259,303518.91518392804,216930341137.52878,465757.81382337405
3541,1234500.0,997719.7650582073,303518.91518392804,216930341137.52878,465757.81382337405
3542,666000.0,646284.0826240852,303518.91518392804,216930341137.52878,465757.81382337405
3549,445000.0,333852.5841687303,303518.91518392804,216930341137.52878,465757.81382337405
3553,1155000.0,1214106.0366470031,303518.91518392804,216930341137.52878,465757.81382337405
3562,460000.0,441581.1292866431,303518.91518392804,216930341137.52878,465757.81382337405
3563,395000.0,509571.4427855611,303518.91518392804,216930341137.52878,465757.81382337405
3565,850000.0,1147630.2255088277,303518.91518392804,216930341137.52878,465757.81382337405
3600,1950000.0,1501263.6651728777,303518.91518392804,216930341137.52878,465757.81382337405
3603,2550000.0,1819922.4296713024,303518.91518392804,216930341137.52878,465757.81382337405
3605,1910000.0,1620963.2212847378,303518.91518392804,216930341137.52878,465757.81382337405
3606,1410000.0,1490345.325930114,303518.91518392804,216930341137.52878,465757.81382337405
3616,6500000.0,3535532.9776034774,303518.91518392804,216930341137.52878,465757.81382337405
3634,1800000.0,1678278.629182701,303518.91518392804,216930341137.52878,465757.81382337405
3638,2625000.0,2031770.7133375034,303518.91518392804,216930341137.52878,465757.81382337405
3645,1330000.0,1238346.6647521826,303518.91518392804,216930341137.52878,465757.81382337405
3660,707500.0,663885.2882586606,303518.91518392804,216930341137.52878,465757.81382337405
3671,1440000.0,1382453.2382153282,303518.91518392804,216930341137.52878,465757.81382337405
3681,2600000.0,2564887.8466549376,303518.91518392804,216930341137.52878,465757.81382337405
3682,2800000.0,2189151.241246814,303518.91518392804,216930341137.52878,465757.81382337405
3683,1420000.0,1248494.829264639,303518.91518392804,216930341137.52878,465757.81382337405
3684,1800000.0,1605873.9862241326,303518.91518392804,216930341137.52878,465757.81382337405
3701,1315000.0,1689879.4534500064,303518.91518392804,216930341137.52878,465757.81382337405
3710,1315000.0,1689879.4534500064,303518.91518392804,216930341137.52878,465757.81382337405
3716,615000.0,1034761.0615478791,303518.91518392804,216930341137.52878,465757.81382337405
3719,275000.0,710951.4023879524,303518.91518392804,216930341137.52878,465757.81382337405
3724,695000.0,878628.5170225445,303518.91518392804,216930341137.52878,465757.81382337405
3730,502000.0,564221.6851045731,303518.91518392804,216930341137.52878,465757.81382337405
3744,695000.0,863220.7534210682,303518.91518392804,216930341137.52878,465757.81382337405
3746,349000.0,368617.05800870806,303518.91518392804,216930341137.52878,465757.81382337405
3767,675000.0,1110868.496375802,303518.91518392804,216930341137.52878,465757.81382337405
3768,865000.0,1156499.3195996974,303518.91518392804,216930341137.52878,465757.81382337405
3770,773000.0,1144796.2622365905,303518.91518392804,216930341137.52878,465757.81382337405
3776,3460000.0,1514248.2980001085,303518.91518392804,216930341137.52878,465757.81382337405
3777,2400000.0,1864454.5832036193,303518.91518392804,216930341137.52878,465757.81382337405
3779,2025000.0,1486940.5293431059,303518.91518392804,216930341137.52878,465757.81382337405
3796,3400000.0,2445957.82932669,303518.91518392804,216930341137.52878,465757.81382337405
3800,1326000.0,1107471.4468901725,303518.91518392804,216930341137.52878,465757.81382337405
3801,4525000.0,2178442.860571757,303518.91518392804,216930341137.52878,465757.81382337405
3806,3470000.0,2117487.55527822,303518.91518392804,216930341137.52878,465757.81382337405
3807,740000.0,632463.7547564749,303518.91518392804,216930341137.52878,465757.81382337405
3808,2325000.0,1788651.5680038342,303518.91518392804,216930341137.52878,465757.81382337405
3811,1475000.0,677434.438359268,303518.91518392804,216930341137.52878,465757.81382337405
3824,2355000.0,1735540.2581182402,303518.91518392804,216930341137.52878,465757.81382337405
3827,2273000.0,1773837.1798727168,303518.91518392804,216930341137.52878,465757.81382337405
3833,790000.0,596288.6985095572,303518.91518392804,216930341137.52878,465757.81382337405
3835,1185000.0,1505102.2346731843,303518.91518392804,216930341137.52878,465757.81382337405
3858,2001000.0,1780597.1320681507,303518.91518392804,216930341137.52878,465757.81382337405
3869,1870000.0,1361432.5452293102,303518.91518392804,216930341137.52878,465757.81382337405
3870,1580000.0,1731418.8939010333,303518.91518392804,216930341137.52878,465757.81382337405
3871,820000.0,573600.9915715028,303518.91518392804,216930341137.52878,465757.81382337405
3872,480000.0,480729.8097467497,303518.91518392804,216930341137.52878,465757.81382337405
3886,2560000.0,1628791.1559163444,303518.91518392804,216930341137.52878,465757.81382337405
3888,315000.0,450599.3900313247,303518.91518392804,216930341137.52878,465757.81382337405
3889,1297000.0,1027219.8347065728,303518.91518392804,216930341137.52878,465757.81382337405
3891,523000.0,506085.2121401448,303518.91518392804,216930341137.52878,465757.81382337405
3896,1350000.0,1241498.4831076134,303518.91518392804,216930341137.52878,465757.81382337405
3903,650000.0,682029.4037151989,303518.91518392804,216930341137.52878,465757.81382337405
3910,550000.0,1012288.5726952385,303518.91518392804,216930341137.52878,465757.81382337405
3912,399000.0,698021.6526180767,303518.91518392804,216930341137.52878,465757.81382337405
3914,1105000.0,1254123.9198156372,303518.91518392804,216930341137.52878,465757.81382337405
3919,410000.0,562507.1988240853,303518.91518392804,216930341137.52878,465757.81382337405
3921,920000.0,1219710.7829856547,303518.91518392804,216930341137.52878,465757.81382337405
3923,1150000.0,1847983.6188235497,303518.91518392804,216930341137.52878,465757.81382337405
3929,400000.0,677141.9839583971,303518.91518392804,216930341137.52878,465757.81382337405
3931,1072000.0,1477183.91870574,303518.91518392804,216930341137.52878,465757.81382337405
3934,510000.0,853568.5275450554,303518.91518392804,216930341137.52878,465757.81382337405
3935,865000.0,777406.7351520285,303518.91518392804,216930341137.52878,465757.81382337405
3938,570000.0,621610.8497282844,303518.91518392804,216930341137.52878,465757.81382337405
3941,429000.0,641547.0838735867,303518.91518392804,216930341137.52878,465757.81382337405
3946,408000.0,634808.043962039,303518.91518392804,216930341137.52878,465757.81382337405
3954,400000.0,599275.1166633572,303518.91518392804,216930341137.52878,465757.81382337405
3960,770000.0,1390138.9888460897,303518.91518392804,216930341137.52878,465757.81382337405
3967,1030000.0,1677730.2876505814,303518.91518392804,216930341137.52878,465757.81382337405
3969,1230000.0,1563603.0196544295,303518.91518392804,216930341137.52878,465757.81382337405
3971,884500.0,1277564.2573969727,303518.91518392804,216930341137.52878,465757.81382337405
3978,780000.0,792273.7105753366,303518.91518392804,216930341137.52878,465757.81382337405
3982,665000.0,538010.6857542936,303518.91518392804,216930341137.52878,465757.81382337405
3983,386000.0,475493.72740637884,303518.91518392804,216930341137.52878,465757.81382337405
3984,659000.0,372899.1457255352,303518.91518392804,216930341137.52878,465757.81382337405
3999,520000.0,717892.1901052073,303518.91518392804,216930341137.52878,465757.81382337405
4000,440000.0,778208.6803809628,303518.91518392804,216930341137.52878,465757.81382337405
4008,2600000.0,1386325.5275554592,303518.91518392804,216930341137.52878,465757.81382337405
4009,2350000.0,1466371.245464433,303518.91518392804,216930341137.52878,465757.81382337405
4011,535000.0,886622.2480041143,303518.91518392804,216930341137.52878,465757.81382337405
4016,700000.0,647304.4813509118,303518.91518392804,216930341137.52878,465757.81382337405
4021,1025000.0,1102554.0920301583,303518.91518392804,216930341137.52878,465757.81382337405
4027,1320000.0,727620.9106864259,303518.91518392804,216930341137.52878,465757.81382337405
4030,2588000.0,1727785.4327177694,303518.91518392804,216930341137.52878,465757.81382337405
4038,1310000.0,870819.2700445224,303518.91518392804,216930341137.52878,465757.81382337405
4043,725000.0,529569.0780433081,303518.91518392804,216930341137.52878,465757.81382337405
4044,3900000.0,2137270.7535996567,303518.91518392804,216930341137.52878,465757.81382337405
4048,520000.0,205698.80769267865,303518.91518392804,216930341137.52878,465757.81382337405
4057,1225000.0,1348901.1275869794,303518.91518392804,216930341137.52878,465757.81382337405
4058,1445000.0,1995174.2046203269,303518.91518392804,216930341137.52878,465757.81382337405
4059,990000.0,1376838.7458761744,303518.91518392804,216930341137.52878,465757.81382337405
4061,1550000.0,1365692.901332301,303518.91518392804,216930341137.52878,465757.81382337405
4063,1120000.0,1401016.5657606972,303518.91518392804,216930341137.52878,465757.81382337405
4066,1530000.0,1735001.2250750428,303518.91518392804,216930341137.52878,465757.81382337405
4072,550000.0,511178.46036027186,303518.91518392804,216930341137.52878,465757.81382337405
4079,1361500.0,1464851.3970075296,303518.91518392804,216930341137.52878,465757.81382337405
4080,945000.0,1179270.844141486,303518.91518392804,216930341137.52878,465757.81382337405
4081,360000.0,465638.48372849077,303518.91518392804,216930341137.52878,465757.81382337405
4086,515000.0,691355.4651382957,303518.91518392804,216930341137.52878,465757.81382337405
4091,1015000.0,1179376.463756713,303518.91518392804,216930341137.52878,465757.81382337405
4100,1400000.0,1718451.0759604732,303518.91518392804,216930341137.52878,465757.81382337405
4118,1425000.0,1396010.9977159621,303518.91518392804,216930341137.52878,465757.81382337405
4120,330000.0,562586.9529085811,303518.91518392804,216930341137.52878,465757.81382337405
4123,870000.0,1120411.5898460327,303518.91518392804,216930341137.52878,465757.81382337405
4125,1725000.0,1610595.5699545834,303518.91518392804,216930341137.52878,465757.81382337405
4128,600000.0,667218.2066526674,303518.91518392804,216930341137.52878,465757.81382337405
4129,1505000.0,1781582.9227673952,303518.91518392804,216930341137.52878,465757.81382337405
4136,470000.0,366644.63367542066,303518.91518392804,216930341137.52878,465757.81382337405
4150,1000000.0,1123683.302855162,303518.91518392804,216930341137.52878,465757.81382337405
4159,950000.0,751024.3412413076,303518.91518392804,216930341137.52878,465757.81382337405
4160,1140000.0,1122875.763260983,303518.91518392804,216930341137.52878,465757.81382337405
4161,750000.0,747849.416979909,303518.91518392804,216930341137.52878,465757.81382337405
4163,1000000.0,1631936.916264412,303518.91518392804,216930341137.52878,465757.81382337405
4166,987000.0,823539.5971788056,303518.91518392804,216930341137.52878,465757.81382337405
4185,917000.0,888480.6171509679,303518.91518392804,216930341137.52878,465757.81382337405
4190,776000.0,468195.85242578015,303518.91518392804,216930341137.52878,465757.81382337405
4199,826000.0,1042788.9816343728,303518.91518392804,216930341137.52878,465757.81382337405
4200,900000.0,1137982.7736444948,303518.91518392804,216930341137.52878,465757.81382337405
4209,1210000.0,1234916.579834694,303518.91518392804,216930341137.52878,465757.81382337405
4211,335000.0,255742.9378160201,303518.91518392804,216930341137.52878,465757.81382337405
4212,1260000.0,1335145.0710656336,303518.91518392804,216930341137.52878,465757.81382337405
4223,800000.0,1201130.2698325394,303518.91518392804,216930341137.52878,465757.81382337405
4237,1030000.0,1119968.6006334051,303518.91518392804,216930341137.52878,465757.81382337405
4238,1046000.0,1607123.4915261073,303518.91518392804,216930341137.52878,465757.81382337405
4241,970000.0,1419585.011724961,303518.91518392804,216930341137.52878,465757.81382337405
4244,485000.0,367954.3250446655,303518.91518392804,216930341137.52878,465757.81382337405
4254,801000.0,1037655.6772154495,303518.91518392804,216930341137.52878,465757.81382337405
4258,993000.0,1621619.8013107823,303518.91518392804,216930341137.52878,465757.81382337405
4263,805000.0,1176127.2239954267,303518.91518392804,216930341137.52878,465757.81382337405
4276,1151000.0,1395773.893540726,303518.91518392804,216930341137.52878,465757.81382337405
4285,881000.0,2316065.2986700563,303518.91518392804,216930341137.52878,465757.81382337405
4292,1235000.0,1075747.2296088524,303518.91518392804,216930341137.52878,465757.81382337405
4293,457000.0,495509.0581606254,303518.91518392804,216930341137.52878,465757.81382337405
4297,1350000.0,1673212.890605039,303518.91518392804,216930341137.52878,465757.81382337405
4302,991000.0,1039328.1422999706,303518.91518392804,216930341137.52878,465757.81382337405
4305,710000.0,1256032.0091182739,303518.91518392804,216930341137.52878,465757.81382337405
4311,840000.0,1097912.2364809727,303518.91518392804,216930341137.52878,465757.81382337405
4341,726000.0,673516.4947632886,303518.91518392804,216930341137.52878,465757.81382337405
4355,720000.0,842145.7584710754,303518.91518392804,216930341137.52878,465757.81382337405
4357,1325000.0,1158833.2142556533,303518.91518392804,216930341137.52878,465757.81382337405
4358,368000.0,356044.4643391464,303518.91518392804,216930341137.52878,465757.81382337405
4360,450000.0,742733.9854486492,303518.91518392804,216930341137.52878,465757.81382337405
4366,1470000.0,1177395.7141130064,303518.91518392804,216930341137.52878,465757.81382337405
4371,620000.0,569696.5651761461,303518.91518392804,216930341137.52878,465757.81382337405
4379,358000.0,531144.575485155,303518.91518392804,216930341137.52878,465757.81382337405
4386,587134.0,540083.6952149626,303518.91518392804,216930341137.52878,465757.81382337405
4397,1710000.0,1442566.843810481,303518.91518392804,216930341137.52878,465757.81382337405
4399,2000000.0,1776255.7692234404,303518.91518392804,216930341137.52878,465757.81382337405
4400,583000.0,616474.7961042896,303518.91518392804,216930341137.52878,465757.81382337405
4405,1575000.0,1095480.9787479835,303518.91518392804,216930341137.52878,465757.81382337405
4406,950000.0,1019606.5043494906,303518.91518392804,216930341137.52878,465757.81382337405
4410,1255000.0,1570800.1043594638,303518.91518392804,216930341137.52878,465757.81382337405
4412,1020000.0,1075868.859359663,303518.91518392804,216930341137.52878,465757.81382337405
4418,385000.0,354154.55742084794,303518.91518392804,216930341137.52878,465757.81382337405
4427,1190000.0,1243935.411132467,303518.91518392804,216930341137.52878,465757.81382337405
4431,312000.0,465837.1239748541,303518.91518392804,216930341137.52878,465757.81382337405
4433,890000.0,1100160.6305647846,303518.91518392804,216930341137.52878,465757.81382337405
4442,888000.0,745310.370086927,303518.91518392804,216930341137.52878,465757.81382337405
4445,844000.0,730678.5972536672,303518.91518392804,216930341137.52878,465757.81382337405
4450,810000.0,686496.427523192,303518.91518392804,216930341137.52878,465757.81382337405
4472,1225000.0,1317107.6322855297,303518.91518392804,216930341137.52878,465757.81382337405
4480,1000000.0,1169887.9908316247,303518.91518392804,216930341137.52878,465757.81382337405
4485,1050000.0,1093318.864362808,303518.91518392804,216930341137.52878,465757.81382337405
4486,1700000.0,2156077.474228114,303518.91518392804,216930341137.52878,465757.81382337405
4492,1820000.0,2066733.6596347103,303518.91518392804,216930341137.52878,465757.81382337405
4494,1080000.0,1292619.6511518816,303518.91518392804,216930341137.52878,465757.81382337405
4502,1634000.0,1110817.7261821944,303518.91518392804,216930341137.52878,465757.81382337405
4503,910000.0,686368.7391293179,303518.91518392804,216930341137.52878,465757.81382337405
4507,1510000.0,1497564.4549920307,303518.91518392804,216930341137.52878,465757.81382337405
4519,522000.0,262600.08600702323,303518.91518392804,216930341137.52878,465757.81382337405
4528,651000.0,718956.2831208017,303518.91518392804,216930341137.52878,465757.81382337405
4531,815500.0,1340950.9112051688,303518.91518392804,216930341137.52878,465757.81382337405
4537,810000.0,903437.9893951919,303518.91518392804,216930341137.52878,465757.81382337405
4546,651000.0,1098926.9778487338,303518.91518392804,216930341137.52878,465757.81382337405
4559,1900000.0,1730360.2322409013,303518.91518392804,216930341137.52878,465757.81382337405
4563,1067000.0,960061.7517378945,303518.91518392804,216930341137.52878,465757.81382337405
4567,850500.0,845128.0530865286,303518.91518392804,216930341137.52878,465757.81382337405
4572,1126000.0,1333874.2140226178,303518.91518392804,216930341137.52878,465757.81382337405
4573,778000.0,634434.2754270695,303518.91518392804,216930341137.52878,465757.81382337405
4574,1230000.0,1523750.5872297222,303518.91518392804,216930341137.52878,465757.81382337405
4592,1403000.0,1278743.1082945475,303518.91518392804,216930341137.52878,465757.81382337405
4598,770000.0,1057436.7278659027,303518.91518392804,216930341137.52878,465757.81382337405
4602,780000.0,956621.0499572307,303518.91518392804,216930341137.52878,465757.81382337405
4603,600000.0,510761.66154788993,303518.91518392804,216930341137.52878,465757.81382337405
4607,1196000.0,1434802.8492439762,303518.91518392804,216930341137.52878,465757.81382337405
4608,731000.0,954929.4366769083,303518.91518392804,216930341137.52878,465757.81382337405
4612,605000.0,1112421.1511009242,303518.91518392804,216930341137.52878,465757.81382337405
4617,522500.0,699034.0569061916,303518.91518392804,216930341137.52878,465757.81382337405
4628,775000.0,887710.1847736426,303518.91518392804,216930341137.52878,465757.81382337405
4641,488000.0,399086.4751448501,303518.91518392804,216930341137.52878,465757.81382337405
4645,590000.0,963188.813145143,303518.91518392804,216930341137.52878,465757.81382337405
4655,822000.0,1305973.9871649966,303518.91518392804,216930341137.52878,465757.81382337405
4659,430000.0,776614.7472266145,303518.91518392804,216930341137.52878,465757.81382337405
4663,810000.0,820923.9706449844,303518.91518392804,216930341137.52878,465757.81382337405
4666,610000.0,512915.5204446502,303518.91518392804,216930341137.52878,465757.81382337405
4679,665000.0,1036111.294467642,303518.91518392804,216930341137.52878,465757.81382337405
4688,525500.0,533777.1277667899,303518.91518392804,216930341137.52878,465757.81382337405
4691,960000.0,1858607.3210174236,303518.91518392804,216930341137.52878,465757.81382337405
4697,500000.0,618173.5193059221,303518.91518392804,216930341137.52878,465757.81382337405
4704,985000.0,1492172.596402225,303518.91518392804,216930341137.52878,465757.81382337405
4708,2105000.0,1803111.5186687578,303518.91518392804,216930341137.52878,465757.81382337405
4712,1915000.0,2056202.2404523278,303518.91518392804,216930341137.52878,465757.81382337405
4713,1630000.0,1270152.5721280593,303518.91518392804,216930341137.52878,465757.81382337405
4715,1470000.0,1437568.0752713326,303518.91518392804,216930341137.52878,465757.81382337405
4716,725000.0,781652.6258280091,303518.91518392804,216930341137.52878,465757.81382337405
4721,795000.0,791808.135803232,303518.91518392804,216930341137.52878,465757.81382337405
4728,1275000.0,988285.8052196661,303518.91518392804,216930341137.52878,465757.81382337405
4737,1350000.0,1246364.626711621,303518.91518392804,216930341137.52878,465757.81382337405
4756,1402000.0,1337857.3748455755,303518.91518392804,216930341137.52878,465757.81382337405
4772,520000.0,530855.3591386285,303518.91518392804,216930341137.52878,465757.81382337405
4784,1520000.0,1186570.4525628285,303518.91518392804,216930341137.52878,465757.81382337405
4794,1350000.0,1023473.5090361862,303518.91518392804,216930341137.52878,465757.81382337405
4796,735000.0,605264.8429964986,303518.91518392804,216930341137.52878,465757.81382337405
4797,400000.0,385514.9896781016,303518.91518392804,216930341137.52878,465757.81382337405
4801,1380000.0,1425321.1061190981,303518.91518392804,216930341137.52878,465757.81382337405
4802,1080000.0,1361096.9443487832,303518.91518392804,216930341137.52878,465757.81382337405
4808,549800.0,324905.0901609808,303518.91518392804,216930341137.52878,465757.81382337405
4809,492000.0,990303.07730556,303518.91518392804,216930341137.52878,465757.81382337405
4810,500500.0,654945.9667676669,303518.91518392804,216930341137.52878,465757.81382337405
4812,1400000.0,1415786.5405082991,303518.91518392804,216930341137.52878,465757.81382337405
4815,330000.0,479719.00610197894,303518.91518392804,216930341137.52878,465757.81382337405
4820,1182500.0,1140319.1703936886,303518.91518392804,216930341137.52878,465757.81382337405
4827,585000.0,758102.612646468,303518.91518392804,216930341137.52878,465757.81382337405
4828,1106000.0,801370.7753877752,303518.91518392804,216930341137.52878,465757.81382337405
4830,1590000.0,1160116.6539419377,303518.91518392804,216930341137.52878,465757.81382337405
4850,815000.0,1227768.6665709224,303518.91518392804,216930341137.52878,465757.81382337405
4852,910000.0,1047104.6637420747,303518.91518392804,216930341137.52878,465757.81382337405
4854,1540000.0,1179351.3742453558,303518.91518392804,216930341137.52878,465757.81382337405
4856,1180000.0,1389913.24665213,303518.91518392804,216930341137.52878,465757.81382337405
4893,950000.0,1278129.8070499292,303518.91518392804,216930341137.52878,465757.81382337405
4901,540000.0,635590.6876069736,303518.91518392804,216930341137.52878,465757.81382337405
4911,810000.0,1493943.446964344,303518.91518392804,216930341137.52878,465757.81382337405
4922,1650000.0,1338027.4740368677,303518.91518392804,216930341137.52878,465757.81382337405
4932,1260000.0,1682956.0373928351,303518.91518392804,216930341137.52878,465757.81382337405
4936,690000.0,917798.350415539,303518.91518392804,216930341137.52878,465757.81382337405
4938,1200000.0,958031.5794384498,303518.91518392804,216930341137.52878,465757.81382337405
4944,530000.0,511436.3206873201,303518.91518392804,216930341137.52878,465757.81382337405
4948,920000.0,1173920.800203193,303518.91518392804,216930341137.52878,465757.81382337405
4951,980000.0,1337360.497025799,303518.91518392804,216930341137.52878,465757.81382337405
4956,1080000.0,1251174.103461816,303518.91518392804,216930341137.52878,465757.81382337405
4969,770000.0,825733.2841654737,303518.91518392804,216930341137.52878,465757.81382337405
4972,1127000.0,1374448.3749995846,303518.91518392804,216930341137.52878,465757.81382337405
4992,515000.0,331527.1003950499,303518.91518392804,216930341137.52878,465757.81382337405
5003,875000.0,1256023.626464609,303518.91518392804,216930341137.52878,465757.81382337405
5004,923000.0,1086669.6617993023,303518.91518392804,216930341137.52878,465757.81382337405
5007,871000.0,1420060.2808452183,303518.91518392804,216930341137.52878,465757.81382337405
5010,950000.0,1131195.434319052,303518.91518392804,216930341137.52878,465757.81382337405
5027,750000.0,1269819.7227205886,303518.91518392804,216930341137.52878,465757.81382337405
5028,750000.0,1472877.2026047977,303518.91518392804,216930341137.52878,465757.81382337405
5034,336000.0,433621.5771142971,303518.91518392804,216930341137.52878,465757.81382337405
5035,685000.0,903465.8181289956,303518.91518392804,216930341137.52878,465757.81382337405
5038,1025000.0,1494636.4279502379,303518.91518392804,216930341137.52878,465757.81382337405
5048,800000.0,1337565.5432700599,303518.91518392804,216930341137.52878,465757.81382337405
5050,651000.0,1240456.9447236443,303518.91518392804,216930341137.52878,465757.81382337405
5056,260000.0,393780.0909935348,303518.91518392804,216930341137.52878,465757.81382337405
5060,427500.0,419661.1391177308,303518.91518392804,216930341137.52878,465757.81382337405
5076,380000.0,395834.4053257033,303518.91518392804,216930341137.52878,465757.81382337405
5087,865000.0,1014719.4621787388,303518.91518392804,216930341137.52878,465757.81382337405
5093,401000.0,478837.62581956387,303518.91518392804,216930341137.52878,465757.81382337405
5103,540000.0,1020162.3179851044,303518.91518392804,216930341137.52878,465757.81382337405
5107,380000.0,382676.1258126553,303518.91518392804,216930341137.52878,465757.81382337405
5109,750000.0,1525943.364636181,303518.91518392804,216930341137.52878,465757.81382337405
5113,500000.0,687095.5709242541,303518.91518392804,216930341137.52878,465757.81382337405
5117,350000.0,446502.7376361396,303518.91518392804,216930341137.52878,465757.81382337405
5128,360000.0,248442.15684957057,303518.91518392804,216930341137.52878,465757.81382337405
5130,410000.0,854051.1135938521,303518.91518392804,216930341137.52878,465757.81382337405
5139,376000.0,451069.41214718856,303518.91518392804,216930341137.52878,465757.81382337405
5142,530000.0,414783.08879515156,303518.91518392804,216930341137.52878,465757.81382337405
5143,786000.0,1347427.128818106,303518.91518392804,216930341137.52878,465757.81382337405
5145,650000.0,888621.4763672687,303518.91518392804,216930341137.52878,465757.81382337405
5148,800000.0,1290153.5770047465,303518.91518392804,216930341137.52878,465757.81382337405
5150,330000.0,440638.14010955393,303518.91518392804,216930341137.52878,465757.81382337405
5151,539000.0,882929.3289491627,303518.91518392804,216930341137.52878,465757.81382337405
5153,767500.0,1071073.7429009043,303518.91518392804,216930341137.52878,465757.81382337405
5166,424000.0,414216.7062689569,303518.91518392804,216930341137.52878,465757.81382337405
5177,905000.0,967281.1960880235,303518.91518392804,216930341137.52878,465757.81382337405
5181,450000.0,487333.37585997954,303518.91518392804,216930341137.52878,465757.81382337405
5182,921500.0,1279012.340446028,303518.91518392804,216930341137.52878,465757.81382337405
5185,300000.0,166894.99894155562,303518.91518392804,216930341137.52878,465757.81382337405
5186,335000.0,212470.029693963,303518.91518392804,216930341137.52878,465757.81382337405
5190,440000.0,275805.2482688129,303518.91518392804,216930341137.52878,465757.81382337405
5205,216000.0,270039.4689862579,303518.91518392804,216930341137.52878,465757.81382337405
5214,601000.0,882322.6739297081,303518.91518392804,216930341137.52878,465757.81382337405
5223,882500.0,1305945.480397121,303518.91518392804,216930341137.52878,465757.81382337405
5227,433000.0,257501.47301938944,303518.91518392804,216930341137.52878,465757.81382337405
5235,1025000.0,1175152.833531199,303518.91518392804,216930341137.52878,465757.81382337405
